tweet_id,keyword,tweet_text_raw,text_clean,disaster_class,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
184,airplane accident,She is still silent about the killing of 176 innocent people in Iran. Iranian military admitted it shot down Ukrainian a…,she is still silent about the killing of 176 innocent people in iran. iranian military admitted it shot down ukrainian a…,Disaster-related,0.900907576084137,0.09516695886850357,0.003925427328795195,-0.8969821487553418,Negative
190,ambulance,Fire Engulfs Ambulance Conveying Corpse of Catholic Priest’s Mother; #streetjournal https://t.co/gK6dAGKRrL,fire engulfs ambulance conveying corpse of catholic priest’s mother; #streetjournal url,Disaster-related,0.07538633793592453,0.9032405614852905,0.021373089402914047,-0.05401324853301048,Neutral
191,ambulance,"Is it racist to be concerned that this is correct … 50,000 residents in Birmingham can't speak English? Birmingham is England…","is it racist to be concerned that this is correct … 50,000 residents in birmingham can't speak english? birmingham is england…",Non-disaster,0.8303983211517334,0.16279923915863037,0.00680244667455554,-0.8235958744771779,Negative
193,ambulance,"#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Chaser B…","#usdjpy despite richter scale overbought, fxstreet line up swissquote bullish long, jason sen mr. ambulance chaser b…",Non-disaster,0.025241494178771973,0.8324074149131775,0.14235106110572815,0.11710956692695618,Neutral
206,ambulance,And drumroll its beach girl. Henry tried to keep pressure on the wound and calls for an… https://t.co/gvo4M76B1O,and drumroll its beach girl. henry tried to keep pressure on the wound and calls for an… url,Non-disaster,0.07961514592170715,0.827701985836029,0.0926828384399414,0.013067692518234253,Neutral
209,ambulance,"ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in transit…","ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in transit…",Non-disaster,0.03985457494854927,0.9200665354728699,0.04007888212800026,0.00022430717945098877,Neutral
216,ambulance,“ambulance nurses” ♥️♥️♥️,“ambulance nurses” ♥️♥️♥️,Non-disaster,0.0056662666611373425,0.08573337644338608,0.9086003303527832,0.9029340636916459,Positive
218,ambulance,For all your ambulance 🚑 needs call us today on our Toll-Free number 👉0819696 https://t.co/aWzJw2wxkx,for all your ambulance 🚑 needs call us today on our toll-free number 👉0819696 url,Non-disaster,0.019423004239797592,0.8398844599723816,0.1406925767660141,0.12126957252621651,Neutral
220,ambulance,Timely action during accidents can save someone's life. If you find someone with injury then call for an ambulance… https://t.co/9PPTiJUJpN,timely action during accidents can save someone's life. if you find someone with injury then call for an ambulance… url,Disaster-related,0.09382724016904831,0.7060978412628174,0.2000749111175537,0.1062476709485054,Neutral
223,ambulance,Another race baiting ambulance chaser exposed ..this is racism in action but you and peop… https://t.co/2UhePawVK9,another race baiting ambulance chaser exposed ..this is racism in action but you and peop… url,Non-disaster,0.9117326736450195,0.08196253329515457,0.006304790265858173,-0.9054278833791614,Negative
224,ambulance,"ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in t… https://t.co/M6YK1fibLu","ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in t… url",Non-disaster,0.020883647724986076,0.9382620453834534,0.04085426405072212,0.019970616325736046,Neutral
230,annihilated,Which Quranic Verse Did the Leader Choose for Qasem Soleimani? | Unique Moment A soldier of Islam who tirelessly foug…,which quranic verse did the leader choose for qasem soleimani? | unique moment a soldier of islam who tirelessly foug…,Non-disaster,0.012520183809101582,0.8967780470848083,0.09070171415805817,0.07818153034895658,Neutral
234,annihilated,Zero chance of any of those candidates winning the next election. The deluded hard left will… https://t.co/Xnurp3Teng,zero chance of any of those candidates winning the next election. the deluded hard left will… url,Non-disaster,0.8566134572029114,0.1271882802248001,0.016198260709643364,-0.840415196493268,Negative
240,annihilated,"Titans, raise your tridents and drink to Victory We annihilated our enemies yesterday and sent them to hades where they…","titans, raise your tridents and drink to victory we annihilated our enemies yesterday and sent them to hades where they…",Disaster-related,0.06375117599964142,0.36716440320014954,0.5690844058990479,0.5053332298994064,Positive
245,annihilated,"Polls mean shit all Hugh, they were wrong, massively, we have effectively now had 3 votes, leave won… https://t.co/EpTuVM6j5q","polls mean shit all hugh, they were wrong, massively, we have effectively now had 3 votes, leave won… url",Non-disaster,0.8480206727981567,0.13713636994361877,0.014842957258224487,-0.8331777155399323,Negative
250,annihilated,"WE WIN! The Federal Judge lifted the TRO. We can Build in the Floodplain, this will change the game. The judge absolutely…","we win! the federal judge lifted the tro. we can build in the floodplain, this will change the game. the judge absolutely…",Non-disaster,0.005255403462797403,0.07026306539773941,0.9244815707206726,0.9192261672578752,Positive
251,annihilated,"Oppenheimer annihilated him, I was done when he referenced Mistress Death's dislike of Thanos. https://t.co/165Ot51Jxs","oppenheimer annihilated him, i was done when he referenced mistress death's dislike of thanos. url",Non-disaster,0.7291151285171509,0.2479410618543625,0.022943852469325066,-0.7061712760478258,Negative
258,annihilated,Nicki minaj single handedly annihilated the male species the day this dropped !! https://t.co/v7KK4pWdtK,nicki minaj single handedly annihilated the male species the day this dropped !! url,Non-disaster,0.05887879803776741,0.26838529109954834,0.6727359294891357,0.6138571314513683,Positive
286,annihilation,"You are just deflecting the issue, which is discouraging statistics(of Bengali hindus) f… https://t.co/rGjkNxYzL8","you are just deflecting the issue, which is discouraging statistics(of bengali hindus) f… url",Non-disaster,0.7962404489517212,0.19589166343212128,0.007867827080190182,-0.788372621871531,Negative
288,annihilation,"I loved and hated #UncutGems, like several movies recently. It evoked Clockwork Orange - grotesque but compelling -… https://t.co/KPHUCeRWCi","i loved and hated #uncutgems, like several movies recently. it evoked clockwork orange - grotesque but compelling -… url",Non-disaster,0.7114946246147156,0.18156927824020386,0.10693605989217758,-0.604558564722538,Negative
320,annihilation,annihilation on hulu,annihilation on hulu,Non-disaster,0.024756886065006256,0.7514849901199341,0.22375816106796265,0.1990012750029564,Neutral
326,apocalypse,I will never understand why the smell of girls perfume lasts for a 8 secs meanwhile boys can go through an apocalypse and st…,i will never understand why the smell of girls perfume lasts for a 8 secs meanwhile boys can go through an apocalypse and st…,Non-disaster,0.809753954410553,0.1737755537033081,0.01647048257291317,-0.7932834718376398,Negative
338,apocalypse,"Yea, but let's be honest. Kids value pretty much any game they see on Roblox the same. They'll play whatever they f… https://t.co/k0YcbKnN9U","yea, but let's be honest. kids value pretty much any game they see on roblox the same. they'll play whatever they f… url",Non-disaster,0.18403613567352295,0.6598684191703796,0.15609540045261383,-0.02794073522090912,Neutral
346,apocalypse,chodzi ci o Apocalypse?,chodzi ci o apocalypse?,Non-disaster,0.050569452345371246,0.9011685848236084,0.048261962831020355,-0.002307489514350891,Neutral
348,apocalypse,Apocalypse chic,apocalypse chic,Non-disaster,0.06696140766143799,0.6981755495071411,0.2348630577325821,0.1679016500711441,Neutral
351,apocalypse,Texsch literally caused the apocalypse and that's invalid :o),texsch literally caused the apocalypse and that's invalid :o),Non-disaster,0.7735437154769897,0.19062268733978271,0.03583362698554993,-0.7377100884914398,Negative
357,apocalypse,"I just survived the London rush hour tube ride (which is basically like surviving the zombie apocalypse), but what… https://t.co/OC1WtHjXiw","i just survived the london rush hour tube ride (which is basically like surviving the zombie apocalypse), but what… url",Disaster-related,0.07613030076026917,0.44751179218292236,0.4763578176498413,0.40022751688957214,Positive
358,apocalypse,👍 on : GTA 5 Zombie Apocalypse Mod #2 - SURVIVAL!! (GTA 5 Mods) https://t.co/jwRJlHMW6R,👍 on : gta 5 zombie apocalypse mod #2 - survival!! (gta 5 mods) url,Non-disaster,0.006845507770776749,0.39439502358436584,0.5987594723701477,0.591913964599371,Positive
364,apocalypse,"GRETA THUNBERG: please no phjotos. I dont want to be fjamous, i just want my save my small windmill town frjom climjate apo…","greta thunberg: please no phjotos. i dont want to be fjamous, i just want my save my small windmill town frjom climjate apo…",Non-disaster,0.7097210884094238,0.262434184551239,0.027844738215208054,-0.6818763501942158,Negative
365,armageddon,It’s Armageddon for wheelie bins.,it’s armageddon for wheelie bins.,Non-disaster,0.4600161910057068,0.4438745677471161,0.09610918909311295,-0.36390700191259384,Negative
368,armageddon,"New Music: DJ Joenel feat. Ajebo Hustlers, Dr Barz &amp; Dan Dizzy – Armageddon https://t.co/S8bAUOPZDZ https://t.co/jiel4VWU1F","new music: dj joenel feat. ajebo hustlers, dr barz &amp; dan dizzy – armageddon url url",Non-disaster,0.004191318992525339,0.8505673408508301,0.14524134993553162,0.14105003094300628,Neutral
369,armageddon,"New Music: DJ Joenel feat. Ajebo Hustlers, Dr Barz &amp; Dan Dizzy – Armageddon https://t.co/rlOcieXQPt https://t.co/2DCzBRS1nJ","new music: dj joenel feat. ajebo hustlers, dr barz &amp; dan dizzy – armageddon url url",Non-disaster,0.004191318992525339,0.8505673408508301,0.14524134993553162,0.14105003094300628,Neutral
375,armageddon,That can’t be true. Jesus usually rides a Harley to Armageddon picknicks. https://t.co/luYrj6NY7z,that can’t be true. jesus usually rides a harley to armageddon picknicks. url,Non-disaster,0.5150046348571777,0.4589582085609436,0.026037149131298065,-0.48896748572587967,Negative
376,armageddon,Getter Robo: Armageddon (1998) https://t.co/fqD7EoBjq8,getter robo: armageddon (1998) url,Non-disaster,0.01669975370168686,0.8898953199386597,0.09340494871139526,0.0767051950097084,Neutral
378,armageddon,65RT↑270♡↑ Thanks!,65rt↑270♡↑ thanks!,Non-disaster,0.008843925781548023,0.314692884683609,0.67646324634552,0.667619320563972,Positive
385,armageddon,White: I Saw Trump Riding Golden Horse Alongside Jesus During Armageddon https://t.co/oG3RkpyvH8,white: i saw trump riding golden horse alongside jesus during armageddon url,Non-disaster,0.03033163771033287,0.893963098526001,0.0757053792476654,0.045373741537332535,Neutral
386,armageddon,When the few hold the most wealth power and privilege due to the defective money system that humani… https://t.co/EPmdxaRAus,when the few hold the most wealth power and privilege due to the defective money system that humani… url,Non-disaster,0.5708959698677063,0.4082755744457245,0.02082846313714981,-0.5500675067305565,Negative
388,armageddon,The ONLY reason that Jesus would be riding along side of tRump would be to show him the gates of hell w… https://t.co/0qLG3G8yko,the only reason that jesus would be riding along side of trump would be to show him the gates of hell w… url,Non-disaster,0.8110535144805908,0.17809607088565826,0.010850352235138416,-0.8002031622454524,Negative
395,army,Today Pak Army soldiers will b thanking to Indian Army.If the Indian Army did not carry out deadly strikes in Neelum Valle…,today pak army soldiers will b thanking to indian army.if the indian army did not carry out deadly strikes in neelum valle…,Disaster-related,0.44850048422813416,0.45225006341934204,0.09924942255020142,-0.34925106167793274,Neutral
402,army,People in the army kill people everyday and then get sent home no jail time,people in the army kill people everyday and then get sent home no jail time,Non-disaster,0.9161508679389954,0.07756748050451279,0.006281665526330471,-0.9098692024126649,Negative
410,army,Remember when an army used google translate to ask “are you excited to go to korea?” But it messed up and said “Are you horn…,remember when an army used google translate to ask “are you excited to go to korea?” but it messed up and said “are you horn…,Non-disaster,0.35377079248428345,0.604265570640564,0.04196358844637871,-0.31180720403790474,Neutral
411,army,J-Hope's 'Chicken Noodle Soup (feat. Becky G)' MV has passed 130 million views. #iHeartsAwards #BestFanArmy…,j-hope's 'chicken noodle soup (feat. becky g)' mv has passed 130 million views. #iheartsawards #bestfanarmy…,Non-disaster,0.0018383539281785488,0.1150454506278038,0.8831162452697754,0.8812778913415968,Positive
417,army,I’m the one who wrote this post on weverse. I’m glad that many ARMYs are able to see so that they have awareness as to wh…,i’m the one who wrote this post on weverse. i’m glad that many armys are able to see so that they have awareness as to wh…,Non-disaster,0.014035655185580254,0.30610939860343933,0.6798549294471741,0.6658192742615938,Positive
421,army,Weverse Official A Special Gift for ARMY from BTS SUGA https://t.co/7VQDvghgfj,weverse official a special gift for army from bts suga url,Non-disaster,0.002483162796124816,0.3541848063468933,0.6433320045471191,0.6408488417509943,Positive
424,army,remember when yoongi replied to an army in english 🥺🥺 why did i just read it in his tiny english voice too i’m devastate…,remember when yoongi replied to an army in english 🥺🥺 why did i just read it in his tiny english voice too i’m devastate…,Non-disaster,0.24250993132591248,0.4898679256439209,0.2676222026348114,0.025112271308898926,Neutral
427,army,INDONESIA ARMY WHERE ARE YOU?! WE ARE HUGE PLEASE VOTE #BoyWithLuv #BestMusicVideo #iHeartAwards @…,indonesia army where are you?! we are huge please vote #boywithluv #bestmusicvideo #iheartawards @…,Non-disaster,0.0070736464112997055,0.10672979056835175,0.8861965537071228,0.8791229072958231,Positive
445,army,Congratulations J-Hope and for 130M views for CNS 🎉 Let's stream as much as we can until Hobi's bir…,congratulations j-hope and for 130m views for cns 🎉 let's stream as much as we can until hobi's bir…,Non-disaster,0.0015871580690145493,0.019095733761787415,0.9793171286582947,0.9777299705892801,Positive
460,arson,"""Only about 1 per cent of the land burnt in NSW this bushfire season can be officially attribu… https://t.co/prCXHHyt1B","""only about 1 per cent of the land burnt in nsw this bushfire season can be officially attribu… url",Disaster-related,0.49084365367889404,0.49410828948020935,0.015047967433929443,-0.4757956862449646,Neutral
470,arson,"Climate change is now the #1 cause of arson. Or perhaps arson is the #1 cause of #ClimateChange Whatever it is, the sol…","climate change is now the #1 cause of arson. or perhaps arson is the #1 cause of #climatechange whatever it is, the sol…",Non-disaster,0.6357284784317017,0.3477329611778259,0.01653861068189144,-0.6191898677498102,Negative
474,arson,"2009 bushfires in Victoria: - 173 fatalities - Labor Govt &amp; Kevin Rudd - Caused by arson, power lines, lightning - Nobody…","2009 bushfires in victoria: - 173 fatalities - labor govt &amp; kevin rudd - caused by arson, power lines, lightning - nobody…",Disaster-related,0.8669618964195251,0.1263926774263382,0.006645364221185446,-0.8603165321983397,Negative
479,arson,Rubbish Hillary! I am an Australian living near the fires &amp; the causes of the fires have been: 1. Arson with approx 200…,rubbish hillary! i am an australian living near the fires &amp; the causes of the fires have been: 1. arson with approx 200…,Disaster-related,0.8621442317962646,0.130654439330101,0.007201423402875662,-0.854942808393389,Negative
480,arson,"We cannot stop bushfires, we must plan to live with them. This means significant change, including information and… https://t.co/XX4QCfV9h3","we cannot stop bushfires, we must plan to live with them. this means significant change, including information and… url",Non-disaster,0.38023096323013306,0.5825009346008301,0.037268053740262985,-0.34296290948987007,Neutral
487,arson,Yeah because arson and poor forest management is not climate change.,yeah because arson and poor forest management is not climate change.,Non-disaster,0.8405482172966003,0.14621800184249878,0.013233783654868603,-0.8273144336417317,Negative
493,arson,"...the lack of decent land management / strategies for fire prevention,… https://t.co/ieKcFNpZVs","...the lack of decent land management / strategies for fire prevention,… url",Non-disaster,0.7514479160308838,0.23808179795742035,0.010470248758792877,-0.7409776672720909,Negative
497,arson,"As part of our analysis of misinformation propagated about the Australian bushfires, has produced this detai…","as part of our analysis of misinformation propagated about the australian bushfires, has produced this detai…",Non-disaster,0.3797317445278168,0.6055842638015747,0.01468399353325367,-0.3650477509945631,Neutral
503,arson,"There's no doubt, , that officials are downplaying arson's role in Australia's fires (because they are global…","there's no doubt, , that officials are downplaying arson's role in australia's fires (because they are global…",Non-disaster,0.6529895067214966,0.3314743936061859,0.015536113642156124,-0.6374533930793405,Negative
513,arsonist,Equivalent of an arsonist that lights the fire then rushes in as a hero to put it out! Except this fi… https://t.co/xFebDYfVsa,equivalent of an arsonist that lights the fire then rushes in as a hero to put it out! except this fi… url,Non-disaster,0.1716463267803192,0.7340070605278015,0.09434662014245987,-0.07729970663785934,Neutral
514,arsonist,Have I got this right #Arsonist in Chief of #AustraliaBurning Morrison is even smugger &amp; smirkier than usual bc he clai…,have i got this right #arsonist in chief of #australiaburning morrison is even smugger &amp; smirkier than usual bc he clai…,Non-disaster,0.8872984051704407,0.10055666416883469,0.012144840322434902,-0.8751535648480058,Negative
519,arsonist,One of the blog confirms that voilence was linked to CAA and nrc protest. In Bhainsa of Nirma…,one of the blog confirms that voilence was linked to caa and nrc protest. in bhainsa of nirma…,Non-disaster,0.1327272206544876,0.8439361453056335,0.023336682468652725,-0.10939053818583488,Neutral
536,attack,"Trump shares horrific photo of bloodied corpse: The tweet that Trump shared said: ""Question: Who in America supports this m…","trump shares horrific photo of bloodied corpse: the tweet that trump shared said: ""question: who in america supports this m…",Non-disaster,0.846766471862793,0.14728210866451263,0.005951496306806803,-0.8408149755559862,Negative
541,attack,"RT #FightExtremism ""The Taliban have claimed responsibility for a roadside bomb attack in Kandahar that killed two… https://t.co/7Ym9WSGKQp","rt #fightextremism ""the taliban have claimed responsibility for a roadside bomb attack in kandahar that killed two… url",Disaster-related,0.7114202380180359,0.2824392020702362,0.006140556652098894,-0.705279681365937,Negative
555,attack,Moments before taking a bucket full of d6 for the Sneak Attack. #dnd #dungeonsanddragons #dnd5e https://t.co/QotzVHVliW,moments before taking a bucket full of d6 for the sneak attack. #dnd #dungeonsanddragons #dnd5e url,Non-disaster,0.013858768157660961,0.8553934097290039,0.13074781000614166,0.1168890418484807,Neutral
556,attack,i tried to go to school today and everything was fine but now i sit outside of the classroom bc my hands started to… https://t.co/JDbcnqrOJH,i tried to go to school today and everything was fine but now i sit outside of the classroom bc my hands started to… url,Non-disaster,0.36081749200820923,0.5311828255653381,0.10799968987703323,-0.252817802131176,Neutral
564,attack,"When Orientalism, Islamophobia, and anti-#Iran sentiment are used to attack people across the political aisle (this was retweet…","when orientalism, islamophobia, and anti-#iran sentiment are used to attack people across the political aisle (this was retweet…",Non-disaster,0.7240087389945984,0.2676021158695221,0.008389069698750973,-0.7156196692958474,Negative
572,attack,German Hospital Forced to Hire Security Guards After ‘Refugees’ Physically Attack Nurses https://t.co/BkDDlcTDk5,german hospital forced to hire security guards after ‘refugees’ physically attack nurses url,Non-disaster,0.511742115020752,0.47835859656333923,0.00989933218806982,-0.5018427828326821,Negative
602,attack,for his Participation in countering a Fidayeen Attack by Terrorists at District Police Lines Pulwahma on 25/26 Aug 2017 w…,for his participation in countering a fidayeen attack by terrorists at district police lines pulwahma on 25/26 aug 2017 w…,Disaster-related,0.15626609325408936,0.817036509513855,0.026697393506765366,-0.129568699747324,Neutral
605,attacked,God is going to bless you in the same season the devil attacked you.,god is going to bless you in the same season the devil attacked you.,Non-disaster,0.06474732607603073,0.2903759479522705,0.6448767185211182,0.5801293924450874,Positive
613,attacked,Id love to know how actually its just a different type of homophobia that happened to Wilson. He was a… https://t.co/mpXLgZUniA,id love to know how actually its just a different type of homophobia that happened to wilson. he was a… url,Non-disaster,0.5145211815834045,0.46609458327293396,0.01938423328101635,-0.4951369483023882,Negative
637,attacked,Son and teenage girl arrested after couple attacked at Centurion home https://t.co/Wd9rbN13YV,son and teenage girl arrested after couple attacked at centurion home url,Non-disaster,0.45109453797340393,0.5367284417152405,0.01217696350067854,-0.4389175744727254,Neutral
646,attacked,Terrorists attacked people in Telangana Smaller districts of Bhainsa and Nirmal saw terror mob burned few places and tar…,terrorists attacked people in telangana smaller districts of bhainsa and nirmal saw terror mob burned few places and tar…,Disaster-related,0.8553623557090759,0.13744279742240906,0.0071947649121284485,-0.8481675907969475,Negative
655,attacked,Why have you stopped short with only ABVP and have not questioned the ABVP cadre who initiated the att… https://t.co/aVk3SHS4Uh,why have you stopped short with only abvp and have not questioned the abvp cadre who initiated the att… url,Non-disaster,0.6471326351165771,0.34400200843811035,0.00886539090424776,-0.6382672442123294,Negative
657,attacked,"So because I've not read, heard or seen Meghan being racially attacked its b/c Im white and all white people are ra… https://t.co/DzccMLENCg","so because i've not read, heard or seen meghan being racially attacked its b/c im white and all white people are ra… url",Non-disaster,0.5334234237670898,0.4435439705848694,0.023032551631331444,-0.5103908721357584,Negative
671,avalanche,read everything Avalanche here! https://t.co/k1cBbCmrh3 #followtrain,read everything avalanche here! url #followtrain,Non-disaster,0.012974885292351246,0.800624430179596,0.18640078604221344,0.1734259007498622,Neutral
674,avalanche,JUST IN: Avalanche strikes Indian Army post in Machil sector along LoC in Jammu &amp; Kashmir. 5 soldiers were believed to b…,just in: avalanche strikes indian army post in machil sector along loc in jammu &amp; kashmir. 5 soldiers were believed to b…,Disaster-related,0.5812131762504578,0.4093743860721588,0.009412425570189953,-0.5718007506802678,Negative
682,avalanche,"Breaking News: At least 51 people have been killed in a snow avalanche in Neelum valley of Azad Kashmir , officials sa…","breaking news: at least 51 people have been killed in a snow avalanche in neelum valley of azad kashmir , officials sa…",Disaster-related,0.826677143573761,0.1670859456062317,0.006236908957362175,-0.8204402346163988,Negative
683,avalanche,⁠Turkey’s first university blockchain center BlockchainIST jumps into Emin Gün Sirer’s Avalanche https://t.co/Gr6NLOdP2I,⁠turkey’s first university blockchain center blockchainist jumps into emin gün sirer’s avalanche url,Non-disaster,0.004618743434548378,0.8708860874176025,0.12449514865875244,0.11987640522420406,Neutral
711,battle,"When you have tittle without mantle you end up with battle. You will not remember a man because of his title, but beca…","when you have tittle without mantle you end up with battle. you will not remember a man because of his title, but beca…",Non-disaster,0.4551367163658142,0.52044278383255,0.02442048117518425,-0.43071623519062996,Neutral
712,battle,"Ireland, 1014 AD. High King Brian Boru survives the Battle of Clontarf and establishes an enduring royal dynasty. The cu…","ireland, 1014 ad. high king brian boru survives the battle of clontarf and establishes an enduring royal dynasty. the cu…",Non-disaster,0.008701853454113007,0.8414210081100464,0.14987710118293762,0.14117524772882462,Neutral
728,battle,"So.. Free battle anyone?🤔 Comment ""#daddyarmy""","so.. free battle anyone?🤔 comment ""#daddyarmy""",Non-disaster,0.024851305410265923,0.8646042943000793,0.1105443611741066,0.08569305576384068,Neutral
732,battle,There's always gonna be another mountain I'm always gonna wanna make it move Always gonna be an uphill battle Sometimes I'm…,there's always gonna be another mountain i'm always gonna wanna make it move always gonna be an uphill battle sometimes i'm…,Non-disaster,0.3357864320278168,0.505241334438324,0.15897226333618164,-0.17681416869163513,Neutral
743,battle,"I GOT IT ALL IN CONTROL... RUNNING A LABEL WITH 2 DEALS ""UPHILL BATTLE LLC""","i got it all in control... running a label with 2 deals ""uphill battle llc""",Non-disaster,0.004052926320582628,0.20681625604629517,0.7891308069229126,0.78507788060233,Positive
